QUERY_ID,QUERY_TEXT,DATABASE_NAME,SCHEMA_NAME,QUERY_TYPE,SESSION_ID,USER_NAME,ROLE_NAME,WAREHOUSE_NAME,WAREHOUSE_SIZE,WAREHOUSE_TYPE,CLUSTER_NUMBER,QUERY_TAG,EXECUTION_STATUS,ERROR_CODE,ERROR_MESSAGE,START_TIME,END_TIME,TOTAL_ELAPSED_TIME,BYTES_SCANNED,PERCENTAGE_SCANNED_FROM_CACHE,BYTES_WRITTEN,BYTES_WRITTEN_TO_RESULT,BYTES_READ_FROM_RESULT,ROWS_PRODUCED,ROWS_INSERTED,ROWS_UPDATED,ROWS_DELETED,ROWS_UNLOADED,BYTES_DELETED,PARTITIONS_SCANNED,PARTITIONS_TOTAL,BYTES_SPILLED_TO_LOCAL_STORAGE,BYTES_SPILLED_TO_REMOTE_STORAGE,BYTES_SENT_OVER_THE_NETWORK,COMPILATION_TIME,EXECUTION_TIME,QUEUED_PROVISIONING_TIME,QUEUED_REPAIR_TIME,QUEUED_OVERLOAD_TIME,TRANSACTION_BLOCKED_TIME,OUTBOUND_DATA_TRANSFER_CLOUD,OUTBOUND_DATA_TRANSFER_REGION,OUTBOUND_DATA_TRANSFER_BYTES,INBOUND_DATA_TRANSFER_CLOUD,INBOUND_DATA_TRANSFER_REGION,INBOUND_DATA_TRANSFER_BYTES,LIST_EXTERNAL_FILES_TIME,CREDITS_USED_CLOUD_SERVICES,RELEASE_VERSION,EXTERNAL_FUNCTION_TOTAL_INVOCATIONS,EXTERNAL_FUNCTION_TOTAL_SENT_ROWS,EXTERNAL_FUNCTION_TOTAL_RECEIVED_ROWS,EXTERNAL_FUNCTION_TOTAL_SENT_BYTES,EXTERNAL_FUNCTION_TOTAL_RECEIVED_BYTES,QUERY_LOAD_PERCENT,IS_CLIENT_GENERATED_STATEMENT,QUERY_ACCELERATION_BYTES_SCANNED,QUERY_ACCELERATION_PARTITIONS_SCANNED,QUERY_ACCELERATION_UPPER_LIMIT_SCALE_FACTOR,TRANSACTION_ID,CHILD_QUERIES_WAIT_TIME,ROLE_TYPE,QUERY_HASH,QUERY_HASH_VERSION,QUERY_PARAMETERIZED_HASH,QUERY_PARAMETERIZED_HASH_VERSION,SECONDARY_ROLE_STATS,ROWS_WRITTEN_TO_RESULT,QUERY_RETRY_TIME,QUERY_RETRY_CAUSE,FAULT_HANDLING_TIME,USER_TYPE,USER_DATABASE_NAME,USER_SCHEMA_NAME
b6f06daf-a102-4efd-941e-c7c60e8ab14e,"with
    filtered as (
        select
            dim_customer_wl.customer_segment,
            fact_event.customer_id,
            fact_event.product_id,
            fact_event.amount
        from fact_event_s as fact_event
        inner join dim_customer_wl on fact_event.customer_id = dim_customer_wl.customer_id
        where cast(substr(fact_event.event_code, 3, 3) as integer)
            < 20
    ),

    ranked as (
        select
            filtered.*,
            row_number() over (
                partition by filtered.customer_id
                order by filtered.amount desc
            ) as amount_rank
        from filtered
    )

    select
        customer_segment,
        customer_id,
        count(*) as query_rows,
        sum(amount) as amount_total,
        count(distinct product_id) as products,
        max(amount_rank) as deepest_rank
    from ranked
    group by customer_segment, customer_id
    order by amount_total desc",ANALYTICS,PUBLIC,SELECT,1787363270,BAILEY,ANALYST,COMPUTE_WH,Small,STANDARD,1,batch_01,SUCCESS,,,2026-08-22T01:48:29.154+00:00,2026-08-22T01:48:29.231+00:00,76.859,28835840,,,,,27609,,,,,,18,18,,,,1.403,75.457,,,,,,,,,,,,,duckdb-1.3.2,,,,,,,FALSE,,,,,,ROLE,a65eb5cd56b10f7ef58614fd9497199a,1,c838deeb25f46c1d43e4e367aa35de12,1,NONE,,,,,PERSON,ANALYTICS,PUBLIC
cd1ad39b-2ec9-4ae1-a4f1-2038e0c13573,"with
    filtered as (
        select
            dim_customer_wl.customer_segment,
            fact_event.customer_id,
            fact_event.product_id,
            fact_event.amount
        from fact_event_x as fact_event
        inner join dim_customer_wl on fact_event.customer_id = dim_customer_wl.customer_id
        where cast(substr(fact_event.event_code, 3, 3) as integer)
            < 450
    ),

    ranked as (
        select
            filtered.*,
            row_number() over (
                partition by filtered.customer_id
                order by filtered.amount desc
            ) as amount_rank
        from filtered
    )

    select
        count(*) as query_rows,
        sum(amount) as amount_total,
        count(distinct product_id) as products,
        max(amount_rank) as deepest_rank
    from ranked
    order by amount_total desc
    limit 1000",ANALYTICS,PUBLIC,SELECT,1787363270,BAILEY,ANALYST,COMPUTE_WH,Medium,STANDARD,1,batch_01,SUCCESS,,,2026-08-22T01:48:29.852+00:00,2026-08-22T01:48:30.327+00:00,475.213,113508352,,,,,1,,,,,,67,67,,,,1.176,474.037,,,,,,,,,,,,,duckdb-1.3.2,,,,,,,FALSE,,,,,,ROLE,e68b9d53633cad6f2084fb223fa7a9fb,1,bfebcf69601a746f211c94e9d0db5610,1,NONE,,,,,PERSON,ANALYTICS,PUBLIC
d22f9085-8218-4adb-a578-d7ffc026d548,"with
    filtered as (
        select
            dim_customer_wl.customer_segment,
            dim_product_wl.product_category,
            dim_region_wl.region_name,
            fact_event.customer_id,
            fact_event.product_id,
            fact_event.amount
        from fact_event_x as fact_event
        inner join dim_customer_wl on fact_event.customer_id = dim_customer_wl.customer_id
        inner join dim_product_wl on fact_event.product_id = dim_product_wl.product_id
        inner join dim_region_wl on fact_event.region_id = dim_region_wl.region_id
        where cast(substr(fact_event.event_code, 3, 3) as integer)
            < 450
    ),

    ranked as (
        select
            filtered.*,
            row_number() over (
                partition by filtered.customer_id
                order by filtered.amount desc
            ) as amount_rank
        from filtered
    )

    select
        customer_segment,
        product_category,
        region_name,
        customer_id,
        count(*) as query_rows,
        sum(amount) as amount_total,
        count(distinct product_id) as products,
        max(amount_rank) as deepest_rank
    from ranked
    group by customer_segment, product_category, region_name, customer_id
    order by amount_total desc
    limit 100",ANALYTICS,PUBLIC,SELECT,1787363270,BAILEY,ANALYST,COMPUTE_WH,Small,STANDARD,1,batch_01,SUCCESS,,,2026-08-22T01:48:32.717+00:00,2026-08-22T01:48:34.767+00:00,2049.791,114032640,,,,,100,,,,,,69,69,,,,1.892,2047.899,,,,,,,,,,,,,duckdb-1.3.2,,,,,,,FALSE,,,,,,ROLE,a3b2b512722992370f20d41419f1bc31,1,2e623d57c5db1de7d290bf0d9befbe40,1,NONE,,,,,PERSON,ANALYTICS,PUBLIC
4c80b249-16cb-4ff0-9b53-3005ad55f266,"with
    filtered as (
        select
            dim_customer_wl.customer_segment,
            fact_event.customer_id,
            fact_event.product_id,
            fact_event.amount
        from fact_event_m as fact_event
        inner join dim_customer_wl on fact_event.customer_id = dim_customer_wl.customer_id
        where cast(substr(fact_event.event_code, 3, 3) as integer)
            < 900
    )

    select
        count(*) as query_rows,
        sum(amount) as amount_total,
        count(distinct product_id) as products
    from filtered
    limit 1000",ANALYTICS,PUBLIC,SELECT,1787363270,BAILEY,ANALYST,COMPUTE_WH,X-Small,STANDARD,1,batch_01,SUCCESS,,,2026-08-22T01:48:45.116+00:00,2026-08-22T01:48:45.318+00:00,202.143,42729472,,,,,1,,,,,,26,26,,,,0.91,201.232,,,,,,,,,,,,,duckdb-1.3.2,,,,,,,FALSE,,,,,,ROLE,c5f1de7c4e4993523f2b2f5a11f9011d,1,2ec7f5686bdbe4da0afeedb14128be82,1,NONE,,,,,PERSON,ANALYTICS,PUBLIC
6e3ad27d-bd36-47d1-b68b-29ab426f4b46,"with
    filtered as (
        select
            dim_customer_wl.customer_segment,
            fact_event.customer_id,
            fact_event.product_id,
            fact_event.amount
        from fact_event_l as fact_event
        inner join dim_customer_wl on fact_event.customer_id = dim_customer_wl.customer_id
        where cast(substr(fact_event.event_code, 3, 3) as integer)
            < 150
    ),

    ranked as (
        select
            filtered.*,
            row_number() over (
                partition by filtered.customer_id
                order by filtered.amount desc
            ) as amount_rank
        from filtered
    )

    select
        customer_segment,
        customer_id,
        count(*) as query_rows,
        sum(amount) as amount_total,
        count(distinct product_id) as products,
        max(amount_rank) as deepest_rank
    from ranked
    group by customer_segment, customer_id",ANALYTICS,PUBLIC,SELECT,1787363270,BAILEY,ANALYST,COMPUTE_WH,Medium,STANDARD,1,batch_01,SUCCESS,,,2026-08-22T01:48:46.340+00:00,2026-08-22T01:48:46.601+00:00,260.979,71303168,,,,,50000,,,,,,42,42,,,,1.347,259.632,,,,,,,,,,,,,duckdb-1.3.2,,,,,,,FALSE,,,,,,ROLE,ac2eb4b07412c6ee0ea9477a87d36747,1,1b9afa38501f9c10fc4f1eec81820e9c,1,NONE,,,,,PERSON,ANALYTICS,PUBLIC
aef8da35-41cb-4874-b9cb-600983c6cd0c,"with
    filtered as (
        select
            fact_event.customer_id,
            fact_event.product_id,
            fact_event.amount
        from fact_event_l as fact_event
        where cast(substr(fact_event.event_code, 3, 3) as integer)
            < 900
    )

    select
        count(*) as query_rows,
        sum(amount) as amount_total,
        count(distinct product_id) as products
    from filtered
    limit 100",ANALYTICS,PUBLIC,SELECT,1787363270,BAILEY,ANALYST,COMPUTE_WH,Medium,STANDARD,1,batch_01,SUCCESS,,,2026-08-22T01:48:47.937+00:00,2026-08-22T01:48:48.093+00:00,155.566,70778880,,,,,1,,,,,,41,41,,,,0.753,154.813,,,,,,,,,,,,,duckdb-1.3.2,,,,,,,FALSE,,,,,,ROLE,dd30645752ad1a2a1e5a520ed5f6d482,1,e8cbb327ebf950cdb7fac02c09d04866,1,NONE,,,,,PERSON,ANALYTICS,PUBLIC
49fa392f-113c-4efd-a717-7bc66cb1a5c8,"with
    filtered as (
        select
            fact_event.customer_id,
            fact_event.product_id,
            fact_event.amount
        from fact_event_l as fact_event
        where cast(substr(fact_event.event_code, 3, 3) as integer)
            < 900
    ),

    ranked as (
        select
            filtered.*,
            row_number() over (
                partition by filtered.customer_id
                order by filtered.amount desc
            ) as amount_rank
        from filtered
    )

    select
        count(*) as query_rows,
        sum(amount) as amount_total,
        count(distinct product_id) as products,
        max(amount_rank) as deepest_rank
    from ranked
    order by amount_total desc
    limit 1000",ANALYTICS,PUBLIC,SELECT,1787363270,BAILEY,ANALYST,COMPUTE_WH,X-Small,STANDARD,1,batch_01,SUCCESS,,,2026-08-22T01:48:48.883+00:00,2026-08-22T01:48:49.834+00:00,951.642,70778880,,,,,1,,,,,,41,41,,,,0.899,950.744,,,,,,,,,,,,,duckdb-1.3.2,,,,,,,FALSE,,,,,,ROLE,d377e625f787fa5d90c258a8fba7c616,1,8ae6b0db35e5dba91067516cb906a17e,1,NONE,,,,,PERSON,ANALYTICS,PUBLIC
6000412b-24ac-4c40-8da2-372c20195730,"with
    filtered as (
        select
            dim_customer_wl.customer_segment,
            dim_product_wl.product_category,
            dim_region_wl.region_name,
            fact_event.customer_id,
            fact_event.product_id,
            fact_event.amount
        from fact_event_x as fact_event
        inner join dim_customer_wl on fact_event.customer_id = dim_customer_wl.customer_id
        inner join dim_product_wl on fact_event.product_id = dim_product_wl.product_id
        inner join dim_region_wl on fact_event.region_id = dim_region_wl.region_id
        where cast(substr(fact_event.event_code, 3, 3) as integer)
            < 900
    )

    select
        customer_segment,
        product_category,
        region_name,
        customer_id,
        count(*) as query_rows,
        sum(amount) as amount_total,
        count(distinct product_id) as products
    from filtered
    group by customer_segment, product_category, region_name, customer_id
    order by amount_total desc
    limit 100",ANALYTICS,PUBLIC,SELECT,1787363270,BAILEY,ANALYST,COMPUTE_WH,Medium,STANDARD,1,batch_01,SUCCESS,,,2026-08-22T01:48:54.637+00:00,2026-08-22T01:48:56.303+00:00,1665.835,114032640,,,,,100,,,,,,69,69,,,,1.729,1664.105,,,,,,,,,,,,,duckdb-1.3.2,,,,,,,FALSE,,,,,,ROLE,1882a804f7afec9592863ad1ca399c01,1,a9bdaa87dd5a162aef4822f449481c9a,1,NONE,,,,,PERSON,ANALYTICS,PUBLIC
c461181b-68f9-460f-9ec8-848087e13574,"with
    filtered as (
        select
            fact_event.customer_id,
            fact_event.product_id,
            fact_event.amount
        from fact_event_x as fact_event
        where cast(substr(fact_event.event_code, 3, 3) as integer)
            < 900
    )

    select
        customer_id,
        count(*) as query_rows,
        sum(amount) as amount_total,
        count(distinct product_id) as products
    from filtered
    group by customer_id",ANALYTICS,PUBLIC,SELECT,1787363270,BAILEY,ANALYST,COMPUTE_WH,Small,STANDARD,1,batch_01,SUCCESS,,,2026-08-22T01:49:04.745+00:00,2026-08-22T01:49:05.703+00:00,957.963,112984064,,,,,50000,,,,,,66,66,,,,0.853,957.11,,,,,,,,,,,,,duckdb-1.3.2,,,,,,,FALSE,,,,,,ROLE,c254ebf75967923c2d12c95f9290a4df,1,968f59b9f63272027e7db4f6dbde8355,1,NONE,,,,,PERSON,ANALYTICS,PUBLIC
3b400399-86f3-4738-a972-f2c66be7a7be,"with
    filtered as (
        select
            dim_customer_wl.customer_segment,
            dim_product_wl.product_category,
            fact_event.customer_id,
            fact_event.product_id,
            fact_event.amount
        from fact_event_s as fact_event
        inner join dim_customer_wl on fact_event.customer_id = dim_customer_wl.customer_id
        inner join dim_product_wl on fact_event.product_id = dim_product_wl.product_id
        where cast(substr(fact_event.event_code, 3, 3) as integer)
            < 150
    )

    select
        count(*) as query_rows,
        sum(amount) as amount_total,
        count(distinct product_id) as products
    from filtered
    limit 1000",ANALYTICS,PUBLIC,SELECT,1787363270,BAILEY,ANALYST,COMPUTE_WH,Small,STANDARD,1,batch_01,SUCCESS,,,2026-08-22T01:49:10.588+00:00,2026-08-22T01:49:10.658+00:00,69.753,29097984,,,,,1,,,,,,19,19,,,,1.118,68.635,,,,,,,,,,,,,duckdb-1.3.2,,,,,,,FALSE,,,,,,ROLE,03d78401aec939f94e0ce11c51517894,1,9e5574ac2f2997a5ce086598c3beca79,1,NONE,,,,,PERSON,ANALYTICS,PUBLIC
